cold_run_time_seconds,format,max_time_seconds,median_time_seconds,min_time_seconds,num_runs,query_id,rows_returned,status,warm_run_times_seconds_max,warm_run_times_seconds_mean,warm_run_times_seconds_min
0.09738492965698242,ducklake,0.05785179138183594,0.05717802047729492,0.05660414695739746,3,Q3,100,success,0.05785179138183594,0.05721131960550944,0.05660414695739746
0.2010970115661621,ducklake,0.12538814544677734,0.12424492835998535,0.1206059455871582,3,Q7,100,success,0.12538814544677734,0.1234130064646403,0.1206059455871582
0.10131096839904785,ducklake,0.08426070213317871,0.08297085762023926,0.0829460620880127,3,Q19,100,success,0.08426070213317871,0.08339254061381023,0.0829460620880127
0.07450103759765625,ducklake,0.05516386032104492,0.05478501319885254,0.05395197868347168,3,Q25,1,success,0.05516386032104492,0.05463361740112305,0.05395197868347168
0.0905299186706543,ducklake,0.07904481887817383,0.07851600646972656,0.07813906669616699,3,Q34,2220,success,0.07904481887817383,0.07856663068135579,0.07813906669616699
0.04908394813537598,ducklake,0.049098968505859375,0.048924922943115234,0.04873394966125488,3,Q42,10,success,0.049098968505859375,0.0489192803700765,0.04873394966125488
0.05069398880004883,ducklake,0.05147910118103027,0.051260948181152344,0.05121183395385742,3,Q52,100,success,0.05147910118103027,0.051317294438680015,0.05121183395385742
0.05125999450683594,ducklake,0.04952287673950195,0.04850292205810547,0.04825186729431152,3,Q55,100,success,0.04952287673950195,0.04875922203063965,0.04825186729431152
0.07575082778930664,ducklake,0.0755300521850586,0.07518792152404785,0.07511401176452637,3,Q73,16,success,0.0755300521850586,0.07527732849121094,0.07511401176452637
0.14687418937683105,ducklake,0.13785123825073242,0.13582301139831543,0.13348388671875,3,Q79,100,success,0.13785123825073242,0.13571937878926596,0.13348388671875
0.0895242691040039,iceberg,0.08670616149902344,0.08631086349487305,0.08618593215942383,3,Q3,100,success,0.08670616149902344,0.08640098571777344,0.08618593215942383
0.20148205757141113,iceberg,0.1970360279083252,0.19664406776428223,0.194472074508667,3,Q7,100,success,0.1970360279083252,0.19605072339375815,0.194472074508667
0.12665009498596191,iceberg,0.1250171661376953,0.12490606307983398,0.12432694435119629,3,Q19,100,success,0.1250171661376953,0.12475005785624187,0.12432694435119629
0.1056509017944336,iceberg,0.10716414451599121,0.10659408569335938,0.10495495796203613,3,Q25,1,success,0.10716414451599121,0.10623772939046223,0.10495495796203613
0.10566186904907227,iceberg,0.1036381721496582,0.10348391532897949,0.10287785530090332,3,Q34,2220,success,0.1036381721496582,0.103333314259847,0.10287785530090332
0.07789111137390137,iceberg,0.07763409614562988,0.0776221752166748,0.0774531364440918,3,Q42,10,success,0.07763409614562988,0.07756980260213216,0.0774531364440918
0.07907605171203613,iceberg,0.08061599731445312,0.07986283302307129,0.07830405235290527,3,Q52,100,success,0.08061599731445312,0.07959429423014323,0.07830405235290527
0.0773313045501709,iceberg,0.07769989967346191,0.07769203186035156,0.07733488082885742,3,Q55,100,success,0.07769989967346191,0.0775756041208903,0.07733488082885742
0.10109519958496094,iceberg,0.10028696060180664,0.09967899322509766,0.09917092323303223,3,Q73,16,success,0.10028696060180664,0.09971229235331218,0.09917092323303223
0.1913740634918213,iceberg,0.18718314170837402,0.1864149570465088,0.18452215194702148,3,Q79,100,success,0.18718314170837402,0.18604008356730142,0.18452215194702148
0.1115109920501709,delta,0.06609892845153809,0.06498384475708008,0.06466293334960938,3,Q3,100,success,0.06609892845153809,0.06524856885274251,0.06466293334960938
0.23958301544189453,delta,0.15925216674804688,0.15876388549804688,0.15805912017822266,3,Q7,100,success,0.15925216674804688,0.1586917241414388,0.15805912017822266
0.1165468692779541,delta,0.10004091262817383,0.09809112548828125,0.09775781631469727,3,Q19,100,success,0.10004091262817383,0.09862995147705078,0.09775781631469727
0.12349700927734375,delta,0.08366799354553223,0.08282208442687988,0.0822591781616211,3,Q25,1,success,0.08366799354553223,0.0829164187113444,0.0822591781616211
0.10716438293457031,delta,0.09547686576843262,0.09315991401672363,0.09227895736694336,3,Q34,2220,success,0.09547686576843262,0.09363857905069987,0.09227895736694336
0.056552886962890625,delta,0.05706596374511719,0.05682706832885742,0.05625796318054199,3,Q42,10,success,0.05706596374511719,0.0567169984181722,0.05625796318054199
0.05698394775390625,delta,0.05747699737548828,0.05715608596801758,0.056677818298339844,3,Q52,100,success,0.05747699737548828,0.057103633880615234,0.056677818298339844
0.05587601661682129,delta,0.056092262268066406,0.05593609809875488,0.055432796478271484,3,Q55,100,success,0.056092262268066406,0.05582038561503092,0.055432796478271484
0.0893549919128418,delta,0.08930706977844238,0.08908891677856445,0.08898401260375977,3,Q73,16,success,0.08930706977844238,0.0891266663869222,0.08898401260375977
0.1706831455230713,delta,0.15977096557617188,0.15842413902282715,0.1579420566558838,3,Q79,100,success,0.15977096557617188,0.15871238708496094,0.1579420566558838
